1,47947
2,15101
3,6937
4,3834
5,2641
6,1598
7,1093
8,789
9,578
10,430
11,318
12,248
13,195
14,140
15,165
16,103
17,89
18,82
19,66
20,40
21,51
22,44
23,41
24,39
25,41
26,25
27,28
28,24
29,18
30,14
31,17
32,17
33,10
34,11
35,12
36,10
37,8
38,6
39,5
40,6
41,7
42,10
43,6
44,8
45,5
46,2
47,6
48,4
49,9
50,4
51,1
52,1
53,5
54,5
55,2
56,1
57,1
58,2
59,2
60,2
61,1
62,1
63,2
64,1
65,2
66,3
67,3
68,2
71,1
73,1
75,1
77,3
78,1
79,1
82,1
83,1
85,2
86,1
87,1
88,1
90,1
91,1
92,1
100,1
102,1
108,1
109,1
110,2
114,1
119,1
122,1
127,1
135,1
146,2
148,1
150,1
153,1
156,1
159,1
162,1
177,1
178,1
180,1
187,1
190,1
197,1
239,1
333,1
371,1
464,1
855,1
9280,1
