0,170852
1,15952
2,6873
3,3952
4,2638
5,1833
6,1348
7,1100
8,893
9,753
10,631
11,546
12,487
13,396
14,354
15,291
16,277
17,274
18,244
19,178
20,180
21,159
22,150
23,130
24,117
25,106
26,114
27,93
28,98
29,77
30,89
31,83
32,84
33,68
34,70
35,74
36,64
37,67
38,56
39,53
40,52
41,49
42,43
43,42
44,48
45,41
46,42
47,40
48,32
49,35
50,38
51,35
52,36
53,24
54,31
55,26
56,25
57,35
58,33
59,28
60,24
61,19
62,20
63,19
64,21
65,17
66,18
67,13
68,11
69,21
70,21
71,18
72,17
73,11
74,16
75,11
76,13
77,7
78,12
79,8
80,15
81,13
82,9
83,6
84,7
85,14
86,8
87,13
88,8
89,14
90,9
91,11
92,12
93,4
94,9
95,8
96,6
97,11
98,4
99,9
100,5
101,7
102,5
103,9
104,5
105,6
106,7
107,16
108,7
109,4
110,12
111,7
112,10
113,4
114,10
115,10
116,3
117,4
118,4
119,3
120,9
121,10
122,1
123,10
124,7
125,9
126,6
127,2
128,4
129,7
130,6
131,5
132,5
133,5
134,3
135,4
136,4
137,4
138,4
139,3
140,2
141,7
142,1
143,4
144,7
145,5
146,4
147,6
148,3
149,6
150,5
151,3
152,3
153,1
154,3
155,3
156,2
157,4
158,5
159,5
160,1
161,5
162,2
163,3
164,1
165,2
166,3
167,2
168,1
169,2
170,2
171,5
172,4
173,4
174,4
175,3
176,2
177,2
178,4
179,6
180,4
181,2
182,1
184,5
185,1
186,2
187,2
188,1
189,2
190,3
192,1
193,1
194,1
195,2
196,2
197,1
198,3
200,2
201,3
203,2
204,1
205,1
207,3
209,2
210,2
212,3
213,3
214,1
215,2
216,1
217,2
220,1
222,1
223,2
225,1
226,3
227,4
229,3
230,2
231,1
232,2
233,3
235,1
236,1
237,2
239,8
240,2
242,1
246,2
247,1
248,2
249,1
250,1
251,1
253,1
257,1
259,1
261,1
262,1
263,1
266,1
267,3
268,2
269,3
273,2
275,2
276,1
278,1
279,2
280,1
282,2
283,1
285,3
289,1
290,1
291,2
292,1
294,2
295,2
300,1
305,1
309,2
310,1
316,1
317,1
318,3
319,3
324,1
327,1
337,1
338,1
339,1
343,1
344,1
345,1
346,2
348,2
350,1
351,1
353,2
358,1
359,2
363,1
370,1
373,1
375,1
376,1
378,1
380,2
381,1
384,1
386,1
389,1
390,2
392,1
395,1
396,1
401,1
403,1
417,1
423,2
426,2
428,1
435,1
445,1
447,1
449,1
454,1
455,1
457,2
461,1
470,1
472,1
494,1
495,1
498,1
509,1
525,1
529,1
535,1
541,1
550,1
552,1
557,1
565,1
573,1
585,1
589,1
592,2
595,1
597,1
598,1
610,1
634,1
660,1
661,1
662,1
663,1
675,1
679,1
687,1
688,1
691,1
692,1
706,1
720,1
738,1
741,1
755,1
773,1
794,1
818,1
841,1
852,1
872,1
883,1
907,1
926,1
940,1
992,1
1016,1
1083,1
1101,1
1152,1
1153,1
1166,1
1215,1
1410,1
1597,1
1649,1
1708,1
2120,1
2363,1
2421,1
2483,1
2571,1
2679,1
2745,1
3407,1
